RouteStart,RouteEnd,llm_generated
FRANCO DA ROCHA (JARDIM LAGO AZUL),CAIEIRAS (JARDIM NOVA ERA),to perto do jardim lago azul e quero saber como ir para caiaires (jardim nova era).
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (AEROPORTO DE CONGONHAS),como eu faco pra ir do terminal metropolitano santa andre leste para o aeroporto de congonhas?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (AEROPORTO DE CONGONHAS),como eu vou do terminal metropolitano santa andre ao aeroporto de congonhas?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE),SAO PAULO (AEROPORTO DE CONGONHAS),como eu vou do terminal metropolitano santa andre ao aeroporto de congonhas?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu vou do aeroporto internacional de guarulhos ate o terminal rodoviario barra funda?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu faco pra ir do aeroporto internacional de guarulhos ate o terminal rodoviario barra funda?
GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu faco pra ir do aeroporto internacional de guarulhos ate o terminal rodoviario barra funda?
ITAQUAQUECETUBA (PARQUE PIRATININGA II),SAO PAULO (METRO ARMENIA),como eu saio de itaquaquecetuba e vou para sao paulo?
ITAQUAQUECETUBA (PARQUE PIRATININGA II),SAO PAULO (METRO ARMENIA),como eu chego do itaquaquecetuba no sao paulo?
ITAQUAQUECETUBA (PARQUE PIRATININGA II),SAO PAULO (METRO ARMENIA),como eu chego do itaquaquecetuba no sao paulo?
GUARULHOS (CONJUNTO PAES DE BARROS),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para sao paulo?
GUARULHOS (CONJUNTO PAES DE BARROS),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para sao paulo?
GUARULHOS (CONJUNTO PAES DE BARROS),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para sao paulo?
GUARULHOS (JARDIM DAS NACOES),SAO PAULO (METRO ARMENIA),to em guarulhos e preciso saber como ir para sao paulo.
GUARULHOS (JARDIM DAS NACOES),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para sao paulo?
GUARULHOS (JARDIM DAS NACOES),SAO PAULO (METRO ARMENIA),to em guarulhos e queria saber como ir do jardim das nacoes pra sao paulo.
CARAPICUIBA (PARQUE SANTA TEREZA),OSASCO (CENTRO),como eu chego do carapicuiba no parque santa teresa?
CARAPICUIBA (PARQUE SANTA TEREZA),OSASCO (CENTRO),to no carapicuiba e quero saber como ir para o centro de osasco.
CARAPICUIBA (PARQUE SANTA TEREZA),OSASCO (CENTRO),como eu vou do carapicuiba ao centro de osasco?
ARUJA (PARQUE RODRIGO BARRETO),POA (ESTACAO CPTM POA),como eu vou do aruja pra estacao cptm poa?
ARUJA (PARQUE RODRIGO BARRETO),POA (ESTACAO CPTM POA),to em aruja e quero saber como ir do estacao cptm poa.
ARUJA (PARQUE RODRIGO BARRETO),POA (ESTACAO CPTM POA),to em arju e quero saber como ir pra estacao tcc.
POA (TERMINAL RODOVIARIO JARDIM SAO JOSE),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu chego do terminal rodoviario jardim sao jose ate mogi das cruzes (estacao cptm estudantes)?
POA (TERMINAL RODOVIARIO JARDIM SAO JOSE),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou do jardim sao jose pra mogi das cruzes (estacao cptm estudantes)?
POA (TERMINAL RODOVIARIO JARDIM SAO JOSE),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou do jardim sao jose para mogi das cruzes (estacao cptm estudantes)?
EMBU DAS ARTES (JARDIM BATISTA),SAO PAULO (METRO CAPAO REDONDO),como eu faco pra ir do embu das artes ate o metro capao redondo?
EMBU DAS ARTES (JARDIM BATISTA),SAO PAULO (METRO CAPAO REDONDO),como eu vou do embu das artes para o metro capao redondo?
EMBU DAS ARTES (JARDIM BATISTA),SAO PAULO (METRO CAPAO REDONDO),to em embu das artes e quero saber como chegar no metro capa redondo.
MAUA (TERMINAL METROPOLITANO SONIA MARIA),SANTO ANDRE (SHOPPING ABC),como eu vou do terminal metro maria clara pra shopping abc?
MAUA (TERMINAL METROPOLITANO SONIA MARIA),SANTO ANDRE (SHOPPING ABC),como eu vou do terminal metro maria clara para o shopping abc?
MAUA (TERMINAL METROPOLITANO SONIA MARIA),SANTO ANDRE (SHOPPING ABC),como eu vou do terminal metro maria clara para o shopping abc?
CARAPICUIBA (VILA MENCK),SAO PAULO (METRO BUTANTA),to em carapicuiba (vila menck) e quero saber como ir para sao paulo.
CARAPICUIBA (VILA MENCK),SAO PAULO (METRO BUTANTA),to em carapicuiba (vila menck) e quero saber como ir de la para sao paulo no metro.
CARAPICUIBA (VILA MENCK),SAO PAULO (METRO BUTANTA),como eu chego de carapicuiba (vila menck) para sao paulo pelo metro?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu chego de itapevi (cidade da saude) para embu das artes (centro)?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu chego do itapevi (cidade da saude) a embuas artes?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu chego de itapevi (cidade da saude) a embu das artes?
TABOAO DA SERRA (JARDIM MONTE ALEGRE),OSASCO (CENTRO),to em taboao da serra e quero saber como chegar no centro.
TABOAO DA SERRA (JARDIM MONTE ALEGRE),OSASCO (CENTRO),to em taboao da serra e quero saber como ir do jardim monte alegre para osasco.
TABOAO DA SERRA (JARDIM MONTE ALEGRE),OSASCO (CENTRO),to na taboao da serra e quero saber como ir do jardim monte alegre ate a cidade de osasco.
CARAPICUIBA (PARQUE JANDAIA),SAO PAULO (METRO VILA SONIA),to em carapicuiba e quero saber como ir para sao paulo.
CARAPICUIBA (PARQUE JANDAIA),SAO PAULO (METRO VILA SONIA),como eu faco pra ir do carapicuiba ate o sao paulo no metro vila sonia?
CARAPICUIBA (PARQUE JANDAIA),SAO PAULO (METRO VILA SONIA),to no carapicuiba e quero saber como pegar no metro vila sonia.
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),to em santo andre e quero saber como ir do terminal safora.
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),to em santo andre e quero saber como ir do terminal saoma?
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),como eu faco para ir do santo andre (principe de gales) para o terminal saoma?
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),to em santo andre e quero saber como ir do terminal sacramento para sao paulo.
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),to em santo andre e quero saber como ir do terminal sacramento para sao paulo.
SANTO ANDRE (PRINCIPE DE GALES),SAO PAULO (TERMINAL SACOMA),to em santo andre e quero saber como chegar no terminal sacramento.
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),to no terminal rodoviario nicolau delc e quero saber como ir para o terminal saoma.
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),como eu faco para ir do terminal rodoviario nicolau delinio em sao caetano do sul ate o terminal saoma?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),como eu chego do terminal rodoviario nicolau delnico em sao paulo?
SAO PAULO (JARDIM JOAO XXIII),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu faco para ir do jardim joao xxiii para o barueri?
SAO PAULO (JARDIM JOAO XXIII),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu faco pra ir do jardim joao xxiii para o barueri?
SAO PAULO (JARDIM JOAO XXIII),BARUERI (ALPHAVILLE/GREEN VALLEY),to no jardim joao xxiii e quero saber como ir para o barueri.
SAO PAULO (RODOVIA RAPOSO TAVARES - KM 17.8),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu faco pra ir do saopaulo (rodovia ronaldo tavares - km 17.8) para o bareri?
SAO PAULO (RODOVIA RAPOSO TAVARES - KM 17.8),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu faco pra ir do rodovia raposo tavares ate o barueri?
SAO PAULO (RODOVIA RAPOSO TAVARES - KM 17.8),BARUERI (ALPHAVILLE/GREEN VALLEY),como eu vou do sao paulo (rodovia raposo tavares - km 17.8) para o barueri?
CARAPICUIBA (VILA DIRCE),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu faco pra ir da carapicuiba (vila dirce) para santana de paranaiba?
CARAPICUIBA (VILA DIRCE),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu chego de carapicuiba (vila dirce) para santana de parainaba?
CARAPICUIBA (VILA DIRCE),SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),como eu chego de carapicuiba (vila dirce) para santana de paranaiba?
CARAPICUIBA (JARDIM NOVO HORIZONTE),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu chego do carapicuiba no santana de paraniba?
CARAPICUIBA (JARDIM NOVO HORIZONTE),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu vou do carapicuiba ate o santana de parnaiba?
CARAPICUIBA (JARDIM NOVO HORIZONTE),SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),como eu faco pra ir do carapicuiba ate o santana de parnaiba?
GUARULHOS (TERMINAL METROPOLITANO CECAP),SAO PAULO (ESTACAO CPTM DOM BOSCO),to no terminal metropolitano cecap e quero saber como ir para estacao cptm dom bosco.
GUARULHOS (TERMINAL METROPOLITANO CECAP),SAO PAULO (ESTACAO CPTM DOM BOSCO),como eu faco para ir do terminal metropolitano cecap em guarulhos ate o estacao cptm dom bosco em sao paulo?
GUARULHOS (TERMINAL METROPOLITANO CECAP),SAO PAULO (ESTACAO CPTM DOM BOSCO),como eu faco pra ir do terminal metropolitano cecap para estacao cptm dom bosco?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu chego do metro vila galvao ate o terminal rodoviario tiete?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu faco pra ir do metro vila galvao ate o terminal rodoviario tiete?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu vou do metro vila galvao para o terminal rodoviario tiete?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu faco pra ir do metro vila galvao pro terminal rodoviario tiete?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu faco pra ir do metro vila galvao pro terminal rodoviario tiete?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (TERMINAL RODOVIARIO TIETE),como eu vou do metro vila galvao para o terminal rodoviario tiete?
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),como eu vou do itaquaquecetuba para o sao paulo?
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),to aqui perto do parque piratininga e quero saber como ir de itaquaquecetuba para sao paulo.
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),to perto do parque piratininga e queria saber como chegar em sao paulo.
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu vou do cotia para o portao?
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu vou de cotia para portao?
COTIA (CAUCAIA DO ALTO),COTIA (PORTAO),como eu vou do cotia para portao?
COTIA (JARDIM SANDRA),SAO PAULO (CARREFOUR),como eu vou do jardim sandra em cotia para o carrefour em sao paulo?
COTIA (JARDIM SANDRA),SAO PAULO (CARREFOUR),to em cotia (jardim sandra) e queria saber como ir para o sao paulo (carrefour).
COTIA (JARDIM SANDRA),SAO PAULO (CARREFOUR),como eu chego do jardim sandra em cotia (jardim sandra) ate o carrefour?
VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS),COTIA (PORTAO),to na vargem grande paulista (jardim sa marcos) e queria saber como chegar em cotia.
VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS),COTIA (PORTAO),como eu faco pra ir do vargem grande paulista (jardim sao marcos) pra cotia?
VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS),COTIA (PORTAO),como eu vou do vargem grande paulista (jardim sao marcos) para o cotia (portao)?
COTIA (JARDIM JAPAO),COTIA (PORTAO),como eu faco pra ir do jardim japao para o portao?
COTIA (JARDIM JAPAO),COTIA (PORTAO),como eu vou do jardim japao para o portao?
COTIA (JARDIM JAPAO),COTIA (PORTAO),como eu vou do jardim japao para o portao?
VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE),COTIA (TERMINAL METROPOLITANO COTIA),to perto do parque do agreste e quero saber como chegar no terminal metropolitano cotia.
VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE),COTIA (TERMINAL METROPOLITANO COTIA),como eu vou do vargem grande paulista para o terminal metropolianico cotia?
VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE),COTIA (TERMINAL METROPOLITANO COTIA),como eu vou do vargem grande paulista para o terminal metropolitano cotia?
EMBU DAS ARTES (JARDIM VAZAME),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como ir do jardim vazame ate o metro vila sonia.
EMBU DAS ARTES (JARDIM VAZAME),SAO PAULO (METRO VILA SONIA),"to em embu das artes e quero saber como ir do jardim vazem pra sao paulo, na vila sonia."
EMBU DAS ARTES (JARDIM VAZAME),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim vazeme ate o metro vila sonia.
IGARATA (TERMINAL RODOVIARIO DE IGARATA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),como eu vou do igarata para o jacarei?
IGARATA (TERMINAL RODOVIARIO DE IGARATA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),como eu vou do igarata para o jacarei?
IGARATA (TERMINAL RODOVIARIO DE IGARATA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),como eu vou do igarata para o jacarei?
PARAIBUNA (TERMINAL RODOVIARIO DE PARAIBUNA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de paraibuna para o terminal rodoviario de sao jose dos campos?
PARAIBUNA (TERMINAL RODOVIARIO DE PARAIBUNA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de paraibuna ate o terminal rodoviario de sao jose dos campos?
PARAIBUNA (TERMINAL RODOVIARIO DE PARAIBUNA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de paraibuna para o terminal rodoviario de sao jose dos campos?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do jambeiro em sao jose dos campos?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir do jambeiro para o sao jose dos campos?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra chegar no terminal rodoviario de sao jose dos campos?
MONTEIRO LOBATO (TERMINAL RODOVIARIO DE MONTEIRO LOBATO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do terminal rodoviario de monteiro lobato para o terminal rodoviario frederico?
MONTEIRO LOBATO (TERMINAL RODOVIARIO DE MONTEIRO LOBATO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir do terminal rodoviario de monteiro lobo para o terminal rodoviario de sao jose dos campos?
MONTEIRO LOBATO (TERMINAL RODOVIARIO DE MONTEIRO LOBATO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do terminal rodoviario de monteiro lobato para o terminal rodoviario de sao jose dos campos?
SAO JOSE DOS CAMPOS (SAO FRANCISCO XAVIER),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco para ir do sao jose dos campos (sao francisco xavier) para o sao jose dos campos (terminal rodoviario frederico ozanam)?
SAO JOSE DOS CAMPOS (SAO FRANCISCO XAVIER),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do sao jose dos campos ate o sao jose dos campos terminal rodoviario frederico ozan?
SAO JOSE DOS CAMPOS (SAO FRANCISCO XAVIER),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir do sao jose dos campos (terminal rodoviario frederico ozanam) pro sao jose dos campos?
EMBU DAS ARTES (JARDIM SANTO ANTONIO),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como ir do jardim santo antonio ate a sao paulo.
EMBU DAS ARTES (JARDIM SANTO ANTONIO),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim santo antonio ate o metro vila sonia.
EMBU DAS ARTES (JARDIM SANTO ANTONIO),SAO PAULO (METRO VILA SONIA),como eu faco pra ir do embu das artes (jardim santo antonio) para o metro vila sonia?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu saio do terminal rodoviario de cacapava para o terminal rodoviario frederico em sao jose dos campos?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do terminal rodoviario de cacapava ate o terminal rodoviario freddy ozanam?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de cacapava pra sao jose dos campos?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),como eu vou do terminal rodoviario de cacapava ate o terminal rodoviario urbano joao francisco dos santos?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),como eu chego do terminal rodoviario de cacapava ate o terminal rodoviario urbano joao francisco dos santos?
CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),como eu faco pra ir do terminal rodoaviario de cacapava ate o terminal rodoaviario joao francisco dos santos?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu vou de jambeiro para cacapava?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu vou do jambeiro para o cacapava?
JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu faco pra ir do jambeiro ate o cacapava?
SANTA BRANCA (TERMINAL RODOVIARIO DE SANTA BRANCA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),como eu vou do terminal rodoviario de santa branca para o terminal rodoviario de jacarei?
SANTA BRANCA (TERMINAL RODOVIARIO DE SANTA BRANCA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),to no terminal rodoviario de santa branca e quero saber como ir para jacarei.
SANTA BRANCA (TERMINAL RODOVIARIO DE SANTA BRANCA),JACAREI (TERMINAL RODOVIARIO DE JACAREI),como eu chego do terminal rodoviario de santa branca ate o terminal rodoviario de jacarei?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu posso ir do jacarei ate o sao jose dos campos?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu saio do jacarei e chego no saogones dos campinhos?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do jacarei ate o sao jose dos campos?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do jacarei ate o saao jose dos campos?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do jacarei ate o sao jose dos campos?
JACAREI (TERMINAL RODOVIARIO DE JACAREI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do jacarei ate o saogon de sao jose dos campos?
SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu faco pra ir do terminal rodoviario fredericeno em cacapava?
SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),"como eu faco pra ir do terminal rodoviario fredericeno, que fica em sao jose dos campos, ate o terminal rodoviario de cacapa?"
SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu faco pra chegar do terminal rodoviario fredericeno ozanam em cacapava?
JACAREI (PARQUE MEIA LUA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir do jacarei ate o terminal rodoviario frederico ozanam?
JACAREI (PARQUE MEIA LUA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do jacarei para o terminal rodoviario frederico ozanam?
JACAREI (PARQUE MEIA LUA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do jacarei para o terminal rodoviario frederico ozanam?
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),como eu vou do itaquaquecetuba para o sao paulo?
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),to aqui perto do parque piratininga e quero saber como chegar em sao paulo.
ITAQUAQUECETUBA (PARQUE PIRATININGA),SAO PAULO (METRO ARMENIA),to aqui em itaquaquecetuba e quero ir para sao paulo.
ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),SAO PAULO (METRO CAPAO REDONDO),como eu vou de itapecerica da serra (jardim das oliveiras) para o metro capao redondo?
ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),SAO PAULO (METRO CAPAO REDONDO),como eu vou do itapecerica da serra (jardim das oliveiras) ate o metro capao redondo?
ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),SAO PAULO (METRO CAPAO REDONDO),como eu faco pra ir do itapecerica da serra (jardim das oliveiras) para o metro capao redondo?
ITAPEVI (COHAB),OSASCO (VILA YARA),como eu chego do itapevi (cohab) ate a vila yara?
ITAPEVI (COHAB),OSASCO (VILA YARA),como eu faco pra ir do itapevi (cohab) ate a villa yara?
ITAPEVI (COHAB),OSASCO (VILA YARA),como eu vou do itapevi para a villa yara?
BARUERI (JARDIM DO LIBANO),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do barueri (jardim do libano) para a santana de paranaiba?
BARUERI (JARDIM DO LIBANO),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do barueri (jardim do libano) para a santana de paranaiba?
BARUERI (JARDIM DO LIBANO),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego do barueri (jardim do libano) para a santana de paranaiba?
GUARULHOS (JARDIM LEBLON),SAO PAULO (METRO ARMENIA),como eu vou do guarulhos para o sao paulo?
GUARULHOS (JARDIM LEBLON),SAO PAULO (METRO ARMENIA),to em guarulhos (jardim leblon) e quero saber como ir pra sao paulo.
GUARULHOS (JARDIM LEBLON),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como pegar no metro armenia.
PINDAMONHANGABA (ARARETAMA),TAUBATE (TAUBATE SHOPPING CENTER),como eu chego do pindamonhangaba (araretama) ate o taubate shopping center?
PINDAMONHANGABA (ARARETAMA),TAUBATE (TAUBATE SHOPPING CENTER),como eu chego do pindamonhangaba (araretama) ate o taubate shopping center?
PINDAMONHANGABA (ARARETAMA),TAUBATE (TAUBATE SHOPPING CENTER),como eu faco pra ir do pindamonhangaba (araretama) ate o taubate shopping center?
TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu chego do tremembe ate o cacapava?
TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu vou do tremembe para o cacapava?
TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),como eu chego do tremembe para o cacapava?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu chego do terminal rodoviario velho de taubaiba ate o terminal rodoviario de tremembe?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu chego do terminal rodoviario velho de taubate ate o terminal rodoviario de tremembe?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu faco pra ir do terminal rodoviario velho de taubate ate o terminal rodoviario de tremembe?
NATIVIDADE DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do centro de natividade da serra pra taubate?
NATIVIDADE DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),to na natividade da serra e quero saber como ir pro taubate.
NATIVIDADE DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),to na natividade da serra e quero saber como ir pra taubate.
REDENCAO DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do redencao da serra ate o terminal rodoviario novo de tauba?
REDENCAO DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu chego do redencao da serra no novo terminal rodoviario de tauba?
REDENCAO DA SERRA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do redencao da serra ate o terminal rodoviario novo de tauba?
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou do terminal rodoviario de roseira ate o terminal rodoviario joao francisco dos santos?
