user_text,intent
Ar-condicionado não estava funcionando,feedback
Traçar rota para Praça Matriz,solicitar_rota
Me mostra a rota até Terminal B,solicitar_rota
q onibus vai pra Terminal B?,solicitar_rota
Motorista dirigiu com cuidado,feedback
"Tenho que ir para Rodoviária, ajuda",solicitar_rota
Que horas passa a linha 202?,solicitar_rota
Valeu,conversacao_geral
"Olá, tudo bem?",conversacao_geral
Você pode me ajudar?,conversacao_geral
como chego em Rodoviária,solicitar_rota
"Bom dia, tudo certo aí?",conversacao_geral
Estou testando,conversacao_geral
Me ligue mais tarde,desconhecido
Receita de lasanha,desconhecido
Pode repetir?,conversacao_geral
O ônibus atrasou 5 minutos,feedback
Agenda uma reunião amanhã,desconhecido
"Olá, tudo bem?",conversacao_geral
Qual o melhor trajeto para Estação Sul?,solicitar_rota
Qual ônibus para Rodoviária?,solicitar_rota
"Me ajuda aqui, por favor!",conversacao_geral
como chego em Terminal B,solicitar_rota
Aplicativo travando com frequência,feedback
Perdi o ônibus por atraso,feedback
q onibus vai pra Rodoviária?,solicitar_rota
Quero assistir um filme agora,desconhecido
Qual a senha do Wi-Fi?,desconhecido
pode tocar musica,desconhecido
Rota do ponto Hortolândia ao Hospital Municipal,solicitar_rota
Tem ônibus Centro -> Rodoviária?,solicitar_rota
Som muito alto dentro do ônibus,feedback
Me mostra a rota até Shopping Central,solicitar_rota
Me leva para Hospital Municipal,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
O que você faz?,conversacao_geral
Me leva para Centro,solicitar_rota
O ônibus atrasou 12 minutos,feedback
como chego em Aeroporto,solicitar_rota
Como chego em Terminal B?,solicitar_rota
Pode explicar como usar?,conversacao_geral
Como consertar meu computador?,desconhecido
q onibus vai pra Aeroporto?,solicitar_rota
Como consertar meu computador?,desconhecido
Aplicativo travando com frequência,feedback
Som muito alto dentro do ônibus,feedback
Estou testando,conversacao_geral
Motorista foi educado,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Motorista dirigiu com cuidado,feedback
Parada sem iluminação,feedback
Que horas passa a linha 808?,solicitar_rota
Instale esse programa,desconhecido
Oi,conversacao_geral
como chego em Rodoviária,solicitar_rota
Quero comprar um carro,desconhecido
Oi,conversacao_geral
Como posso começar a usar?,conversacao_geral
gostei do servico,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Receita de lasanha,desconhecido
Como consertar meu computador?,desconhecido
Quem é você?,conversacao_geral
Banco quebrado no fundo,feedback
Quero comprar um carro,desconhecido
app travando,feedback
Banco quebrado no fundo,feedback
Preciso ir até Terminal B saindo de Americana,solicitar_rota
Me ligue mais tarde,desconhecido
Informação do app não confere,feedback
Abre o navegador,desconhecido
Você é um assistente?,conversacao_geral
Reclamação sobre limpeza do veículo,feedback
pode tocar musica,desconhecido
Pode conversar comigo?,conversacao_geral
Quantos planetas existem?,desconhecido
Quem é você?,conversacao_geral
Qual a senha do Wi-Fi?,desconhecido
Som muito alto dentro do ônibus,feedback
Som muito alto dentro do ônibus,feedback
Como investir em ações?,desconhecido
Rota do ponto Campinas ao Universidade,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Como vou de Estação Norte até Aeroporto?,solicitar_rota
Instale esse programa,desconhecido
reclamacao: muito cheio,feedback
Ônibus muito lotado,feedback
Oi,conversacao_geral
Quem é você?,conversacao_geral
Como aprender violão rápido?,desconhecido
Preciso do caminho até Rodoviária,solicitar_rota
Reclamação sobre limpeza do veículo,feedback
Pode repetir?,conversacao_geral
Estou testando,conversacao_geral
Traçar rota para Universidade,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Que horas passa a linha 808?,solicitar_rota
Qual a capital da Noruega?,desconhecido
Reclamação sobre limpeza do veículo,feedback
Que horas passa a linha 202?,solicitar_rota
Como vou de Terminal A até Rodoviária?,solicitar_rota
Como fazer bolo de cenoura?,desconhecido
Pode repetir?,conversacao_geral
Como aprender violão rápido?,desconhecido
Qual a senha do Wi-Fi?,desconhecido
Sugestão: mais horários no pico,feedback
Tem suporte humano?,conversacao_geral
Banco quebrado no fundo,feedback
Quero assistir um filme agora,desconhecido
Qual seu objetivo?,conversacao_geral
rota Hortolândia p Rodoviária,solicitar_rota
Traduza isto para francês,desconhecido
"Dá uma força aqui, por favor?",conversacao_geral
gostei do servico,feedback
Saindo de Hortolândia indo até Centro,solicitar_rota
O ônibus atrasou 14 minutos,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Qual ônibus para Terminal B?,solicitar_rota
Perdi o ônibus por atraso,feedback
Quem é você?,conversacao_geral
Ar-condicionado não estava funcionando,feedback
E aí?,conversacao_geral
como chego em Aeroporto,solicitar_rota
Motorista foi educado,feedback
Gostei do atendimento,feedback
Qual a senha do Wi-Fi?,desconhecido
Oi,conversacao_geral
Ônibus para Estação Sul agora,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Como posso começar a usar?,conversacao_geral
Agenda uma reunião amanhã,desconhecido
Motorista foi educado,feedback
gostei do servico,feedback
Qual linha vai para Aeroporto?,solicitar_rota
Quem é você?,conversacao_geral
O ônibus atrasou 15 minutos,feedback
Ônibus para Jardim São Paulo agora,solicitar_rota
Qual seu nome?,conversacao_geral
Pode falar comigo?,conversacao_geral
Não entendi,conversacao_geral
Como consertar meu computador?,desconhecido
nao to entendendo nd,desconhecido
Como aprender violão rápido?,desconhecido
Qual seu objetivo?,conversacao_geral
Quantos planetas existem?,desconhecido
Me ligue mais tarde,desconhecido
Tarifa muito alta,feedback
Qual o melhor trajeto para Praça Matriz?,solicitar_rota
Ar-condicionado não estava funcionando,feedback
q onibus vai pra Jardim São Paulo?,solicitar_rota
onibus atrasou,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Pode repetir?,conversacao_geral
Quero assistir um filme agora,desconhecido
Pode explicar como usar?,conversacao_geral
Me dá uma mãozinha?,conversacao_geral
Instale esse programa,desconhecido
Som muito alto dentro do ônibus,feedback
rota Americana p Centro,solicitar_rota
Quero ir de Paulínia para Aeroporto,solicitar_rota
Parada sem iluminação,feedback
Me ligue mais tarde,desconhecido
Instale esse programa,desconhecido
Quero comprar um carro,desconhecido
Qual o ponto mais perto de Rodoviária?,solicitar_rota
como chego em Rodoviária,solicitar_rota
pode tocar musica,desconhecido
Qual linha vai para Jardim São Paulo?,solicitar_rota
Como aprender violão rápido?,desconhecido
Qual o preço do dólar hoje?,desconhecido
Qual o resultado do jogo do Brasil?,desconhecido
Aplicativo travando com frequência,feedback
Sou de Centro quero ir para Hospital Municipal,solicitar_rota
Pode conversar comigo?,conversacao_geral
Qual seu objetivo?,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Tem suporte humano?,conversacao_geral
Que horas passa a linha 101?,solicitar_rota
Ônibus para Shopping Central agora,solicitar_rota
Preciso do caminho até Shopping Central,solicitar_rota
Pode repetir?,conversacao_geral
Como consertar meu computador?,desconhecido
Banco quebrado no fundo,feedback
"Bom dia, tudo certo aí?",conversacao_geral
onibus atrasou,feedback
asdfghjk,desconhecido
Boa tarde,conversacao_geral
O que você faz?,conversacao_geral
Motorista dirigiu com cuidado,feedback
Boa tarde,conversacao_geral
rota Parque das Flores p Rodoviária,solicitar_rota
Traduza isto para francês,desconhecido
Saindo de Paulínia indo até Universidade,solicitar_rota
Pode me dar uma mão?,conversacao_geral
vc joga?,desconhecido
Me mostra a previsão do tempo de Paris,desconhecido
Boa tarde,conversacao_geral
Linha 202 demorou demais,feedback
Não entendi,conversacao_geral
asdfghjk,desconhecido
Qual a capital da Noruega?,desconhecido
Traduza isto para francês,desconhecido
Ar-condicionado não estava funcionando,feedback
Receita de lasanha,desconhecido
rota Paulínia p Jardim São Paulo,solicitar_rota
Banco quebrado no fundo,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Linha 808 demorou demais,feedback
Aplicativo travando com frequência,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Qual o ponto mais perto de Praça Matriz?,solicitar_rota
Banco quebrado no fundo,feedback
asdfghjk,desconhecido
Tarifa muito alta,feedback
Motorista não parou no ponto,feedback
Boa tarde,conversacao_geral
Banco quebrado no fundo,feedback
Ônibus muito lotado,feedback
Quem ganhou o Oscar?,desconhecido
Ônibus para Jardim São Paulo agora,solicitar_rota
Gostei do atendimento,feedback
Quem ganhou o Oscar?,desconhecido
ir de Paulínia pra Universidade,solicitar_rota
Informação do app não confere,feedback
Preciso do caminho até Terminal B,solicitar_rota
Tá me ouvindo?,conversacao_geral
asdfghjk,desconhecido
Você pode me ajudar?,conversacao_geral
app travando,feedback
Você fala português?,conversacao_geral
Saindo de Estação Norte indo até Hospital Municipal,solicitar_rota
Qual a capital da Noruega?,desconhecido
Pode explicar como usar?,conversacao_geral
Quem é você?,conversacao_geral
Aplicativo travando com frequência,feedback
Qual a senha do Wi-Fi?,desconhecido
Gostei do atendimento,feedback
Preciso ir até Universidade saindo de Americana,solicitar_rota
Saindo de Hortolândia indo até Centro,solicitar_rota
Valeu,conversacao_geral
Motorista dirigiu com cuidado,feedback
Demora para atualizar horários,feedback
Traçar rota para Estação Sul,solicitar_rota
q onibus vai pra Aeroporto?,solicitar_rota
Pode repetir?,conversacao_geral
Qual seu objetivo?,conversacao_geral
asdfghjk,desconhecido
Ônibus para Jardim São Paulo agora,solicitar_rota
Som muito alto dentro do ônibus,feedback
pode tocar musica,desconhecido
Quero comprar um carro,desconhecido
Qual seu nome?,conversacao_geral
Motorista foi educado,feedback
Ar-condicionado não estava funcionando,feedback
sudo apt-get install algo,desconhecido
Elogio para a linha 522,feedback
Como funciona você?,conversacao_geral
Estou testando,conversacao_geral
Som muito alto dentro do ônibus,feedback
Que horas passa a linha 305?,solicitar_rota
Quero assistir um filme agora,desconhecido
Qual ônibus para Aeroporto?,solicitar_rota
Traçar rota para Hospital Municipal,solicitar_rota
Próximo ônibus para Jardim São Paulo,solicitar_rota
Agenda uma reunião amanhã,desconhecido
Me mostra a rota até Shopping Central,solicitar_rota
Motorista dirigiu com cuidado,feedback
Estou testando,conversacao_geral
Me ligue mais tarde,desconhecido
Me mostra a previsão do tempo de Paris,desconhecido
Ônibus muito lotado,feedback
Quantos planetas existem?,desconhecido
app travando,feedback
sudo apt-get install algo,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Informação do app não confere,feedback
Qual a capital da Noruega?,desconhecido
Pode falar comigo?,conversacao_geral
Traduza isto para francês,desconhecido
Como chego em Universidade?,solicitar_rota
Como investir em ações?,desconhecido
vc joga?,desconhecido
Pode explicar como usar?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Reclamação sobre limpeza do veículo,feedback
Você pode me ajudar?,conversacao_geral
Não entendi,conversacao_geral
Banco quebrado no fundo,feedback
q q é isso,desconhecido
Qual o resultado do jogo do Brasil?,desconhecido
Pode falar comigo?,conversacao_geral
Quero comprar um carro,desconhecido
Motorista foi educado,feedback
Pode repetir?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Pode falar comigo?,conversacao_geral
Motorista não parou no ponto,feedback
Perdi o ônibus por atraso,feedback
Qual a capital da Noruega?,desconhecido
Pode conversar comigo?,conversacao_geral
Que horas passa a linha 202?,solicitar_rota
Quero ir de Centro para Jardim São Paulo,solicitar_rota
Demora para atualizar horários,feedback
Qual itinerário da linha 609?,solicitar_rota
Qual ônibus para Aeroporto?,solicitar_rota
Como posso começar a usar?,conversacao_geral
Sou de Hortolândia quero ir para Universidade,solicitar_rota
Como vou de Sumaré até Praça Matriz?,solicitar_rota
Como vou de Hortolândia até Terminal B?,solicitar_rota
asdfghjk,desconhecido
Tá me ouvindo?,conversacao_geral
Elogio para a linha 305,feedback
Linha 305 demorou demais,feedback
Sou de Sumaré quero ir para Jardim São Paulo,solicitar_rota
Tá me ouvindo?,conversacao_geral
Preciso do caminho até Rodoviária,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Qual itinerário da linha 609?,solicitar_rota
Oi,conversacao_geral
Valeu,conversacao_geral
Aplicativo travando com frequência,feedback
Tem ônibus Sumaré -> Aeroporto?,solicitar_rota
Qual o ponto mais perto de Jardim São Paulo?,solicitar_rota
asdfghjk,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Motorista foi educado,feedback
Qual o ponto mais perto de Praça Matriz?,solicitar_rota
ir de Campinas pra Terminal B,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Qual itinerário da linha 1001?,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Próximo ônibus para Shopping Central,solicitar_rota
Tem suporte humano?,conversacao_geral
Como posso começar a usar?,conversacao_geral
Sugestão: mais horários no pico,feedback
nao to entendendo nd,desconhecido
Pode explicar como usar?,conversacao_geral
Como aprender violão rápido?,desconhecido
q q é isso,desconhecido
Receita de lasanha,desconhecido
Sugestão: mais horários no pico,feedback
Valeu,conversacao_geral
Tranquilo?,conversacao_geral
Quero ir de Centro para Estação Sul,solicitar_rota
Preciso ir até Rodoviária saindo de Estação Norte,solicitar_rota
Qual o melhor trajeto para Praça Matriz?,solicitar_rota
Elogio para a linha 101,feedback
"Tenho que ir para Praça Matriz, ajuda",solicitar_rota
Que horas passa a linha 522?,solicitar_rota
Qual a capital da Noruega?,desconhecido
Ônibus muito lotado,feedback
Perdi o ônibus por atraso,feedback
Banco quebrado no fundo,feedback
Como consertar meu computador?,desconhecido
Como chego em Rodoviária?,solicitar_rota
Valeu,conversacao_geral
Sou de Centro quero ir para Rodoviária,solicitar_rota
Linha 909 demorou demais,feedback
Me ligue mais tarde,desconhecido
Motorista dirigiu com cuidado,feedback
Obrigado!,conversacao_geral
Aplicativo travando com frequência,feedback
Como aprender violão rápido?,desconhecido
Rota mudou sem aviso,feedback
Instale esse programa,desconhecido
Me leva para Universidade,solicitar_rota
onibus atrasou,feedback
Preciso ir até Terminal B saindo de Campinas,solicitar_rota
Motorista não parou no ponto,feedback
Receita de lasanha,desconhecido
Não gostei do motorista,feedback
De boa?,conversacao_geral
E aí?,conversacao_geral
Rota mudou sem aviso,feedback
Tá me ouvindo?,conversacao_geral
Qual linha vai para Estação Sul?,solicitar_rota
Qual o ponto mais perto de Estação Sul?,solicitar_rota
q q é isso,desconhecido
Linha 701 demorou demais,feedback
Ar-condicionado não estava funcionando,feedback
Quem ganhou o Oscar?,desconhecido
Quem é você?,conversacao_geral
Como chego em Terminal B?,solicitar_rota
O ônibus atrasou 28 minutos,feedback
Sugestão: mais horários no pico,feedback
como chego em Universidade,solicitar_rota
Som muito alto dentro do ônibus,feedback
Sugestão: mais horários no pico,feedback
Ônibus para Aeroporto agora,solicitar_rota
Como aprender violão rápido?,desconhecido
Valeu,conversacao_geral
Me leva para Terminal B,solicitar_rota
Não entendi,conversacao_geral
Qual o ponto mais perto de Hospital Municipal?,solicitar_rota
Motorista foi educado,feedback
Você fala português?,conversacao_geral
Preciso de uma ajuda sua.,conversacao_geral
Como vou de Americana até Praça Matriz?,solicitar_rota
pode tocar musica,desconhecido
Ônibus para Terminal B agora,solicitar_rota
nao to entendendo nd,desconhecido
Saindo de Americana indo até Aeroporto,solicitar_rota
Me mostra a rota até Shopping Central,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
q onibus vai pra Hospital Municipal?,solicitar_rota
Instale esse programa,desconhecido
onibus atrasou,feedback
Qual a senha do Wi-Fi?,desconhecido
Como posso começar a usar?,conversacao_geral
Como consertar meu computador?,desconhecido
Qual o melhor trajeto para Estação Sul?,solicitar_rota
Motorista foi educado,feedback
Falou!,conversacao_geral
Quero comprar um carro,desconhecido
Qual o preço do dólar hoje?,desconhecido
Rota mudou sem aviso,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Informação do app não confere,feedback
sudo apt-get install algo,desconhecido
Como aprender violão rápido?,desconhecido
Linha 202 demorou demais,feedback
Quero sair de Sumaré e chegar em Centro,solicitar_rota
Reclamação sobre limpeza do veículo,feedback
gostei do servico,feedback
Mostre notícias de tecnologia,desconhecido
nao to entendendo nd,desconhecido
Quantos planetas existem?,desconhecido
Motorista dirigiu com cuidado,feedback
Estou testando,conversacao_geral
Gostei do atendimento,feedback
Que horas passa a linha 1001?,solicitar_rota
Receita de lasanha,desconhecido
Qual o melhor trajeto para Shopping Central?,solicitar_rota
Como vou de Vila Nova até Jardim São Paulo?,solicitar_rota
Oi,conversacao_geral
reclamacao: muito cheio,feedback
Qual o preço do dólar hoje?,desconhecido
asdfghjk,desconhecido
Me mostra a previsão do tempo de Paris,desconhecido
Tem suporte humano?,conversacao_geral
reclamacao: muito cheio,feedback
Pode conversar comigo?,conversacao_geral
Oi,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Gostei do atendimento,feedback
Rota mudou sem aviso,feedback
Como posso começar a usar?,conversacao_geral
Me leva para Hospital Municipal,solicitar_rota
Qual o resultado do jogo do Brasil?,desconhecido
Linha 1001 demorou demais,feedback
ir de Vila Nova pra Praça Matriz,solicitar_rota
Rota mudou sem aviso,feedback
Abre o navegador,desconhecido
Qual itinerário da linha 1001?,solicitar_rota
Que horas passa a linha 701?,solicitar_rota
Você pode me ajudar?,conversacao_geral
Demora para atualizar horários,feedback
pode tocar musica,desconhecido
"Olá, tudo bem?",conversacao_geral
Estou testando,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Quero comprar um carro,desconhecido
Abre o navegador,desconhecido
Qual a senha do Wi-Fi?,desconhecido
pode tocar musica,desconhecido
Instale esse programa,desconhecido
Quero assistir um filme agora,desconhecido
Tá me ouvindo?,conversacao_geral
q onibus vai pra Centro?,solicitar_rota
Sou de Centro quero ir para Shopping Central,solicitar_rota
Preciso do caminho até Praça Matriz,solicitar_rota
Informação do app não confere,feedback
Quero assistir um filme agora,desconhecido
Como consertar meu computador?,desconhecido
Qual o preço do dólar hoje?,desconhecido
Preciso do caminho até Rodoviária,solicitar_rota
Valeu,conversacao_geral
Ar-condicionado não estava funcionando,feedback
Como aprender violão rápido?,desconhecido
Pode explicar como usar?,conversacao_geral
Rota mudou sem aviso,feedback
Qual o preço do dólar hoje?,desconhecido
Estou testando,conversacao_geral
Ar-condicionado gelando demais,feedback
Tarifa muito alta,feedback
Como investir em ações?,desconhecido
Como fazer bolo de cenoura?,desconhecido
Receita de lasanha,desconhecido
Como fazer bolo de cenoura?,desconhecido
O que você faz?,conversacao_geral
Quero assistir um filme agora,desconhecido
Qual ônibus para Terminal B?,solicitar_rota
Tem ônibus Vila Nova -> Aeroporto?,solicitar_rota
Como fazer bolo de cenoura?,desconhecido
Me ligue mais tarde,desconhecido
Receita de lasanha,desconhecido
Qual o ponto mais perto de Aeroporto?,solicitar_rota
Não gostei do motorista,feedback
Como investir em ações?,desconhecido
Saindo de Hortolândia indo até Aeroporto,solicitar_rota
Ar-condicionado gelando demais,feedback
Qual a capital da Noruega?,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Quem ganhou o Oscar?,desconhecido
Não gostei do motorista,feedback
Pode falar comigo?,conversacao_geral
asdfghjk,desconhecido
Quantos planetas existem?,desconhecido
Me mostra a rota até Aeroporto,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Você fala português?,conversacao_geral
Socorro!,conversacao_geral
reclamacao: muito cheio,feedback
Preciso do caminho até Rodoviária,solicitar_rota
Motorista não parou no ponto,feedback
Pode falar comigo?,conversacao_geral
Linha 305 demorou demais,feedback
Você fala português?,conversacao_geral
Abre o navegador,desconhecido
Quero comprar um carro,desconhecido
app travando,feedback
Como fazer bolo de cenoura?,desconhecido
Receita de lasanha,desconhecido
q onibus vai pra Estação Sul?,solicitar_rota
Ar-condicionado não estava funcionando,feedback
pode tocar musica,desconhecido
Banco quebrado no fundo,feedback
Motorista não parou no ponto,feedback
Como funciona você?,conversacao_geral
gostei do servico,feedback
Rota do ponto Terminal A ao Praça Matriz,solicitar_rota
Obrigado!,conversacao_geral
Pode falar comigo?,conversacao_geral
asdfghjk,desconhecido
Quem é você?,conversacao_geral
q onibus vai pra Shopping Central?,solicitar_rota
Quero sair de Paulínia e chegar em Terminal B,solicitar_rota
Demorô!,conversacao_geral
Rota mudou sem aviso,feedback
Como investir em ações?,desconhecido
Como chego em Universidade?,solicitar_rota
Já é!,conversacao_geral
Tá me ouvindo?,conversacao_geral
"E aí, pode me ajudar?",conversacao_geral
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Qual seu nome?,conversacao_geral
Como chego em Centro?,solicitar_rota
Demora para atualizar horários,feedback
gostei do servico,feedback
Motorista dirigiu com cuidado,feedback
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Ar-condicionado não estava funcionando,feedback
Que horas passa a linha 417?,solicitar_rota
Quantos planetas existem?,desconhecido
Quantos planetas existem?,desconhecido
Linha 101 demorou demais,feedback
Quero ir de Centro para Hospital Municipal,solicitar_rota
Como posso começar a usar?,conversacao_geral
E aí?,conversacao_geral
Como posso começar a usar?,conversacao_geral
Me mostra a previsão do tempo de Paris,desconhecido
Pode conversar comigo?,conversacao_geral
Quantos planetas existem?,desconhecido
Quem é você?,conversacao_geral
Rota do ponto Estação Norte ao Praça Matriz,solicitar_rota
onibus atrasou,feedback
Quero sair de Parque das Flores e chegar em Centro,solicitar_rota
Rota do ponto Campinas ao Hospital Municipal,solicitar_rota
q onibus vai pra Jardim São Paulo?,solicitar_rota
Abre o navegador,desconhecido
Saindo de Americana indo até Universidade,solicitar_rota
Motorista não parou no ponto,feedback
Informação do app não confere,feedback
Agenda uma reunião amanhã,desconhecido
Me ligue mais tarde,desconhecido
O ônibus atrasou 7 minutos,feedback
Ar-condicionado não estava funcionando,feedback
Qual o ponto mais perto de Centro?,solicitar_rota
rota Paulínia p Terminal B,solicitar_rota
q onibus vai pra Shopping Central?,solicitar_rota
Como fazer bolo de cenoura?,desconhecido
Qual o melhor trajeto para Hospital Municipal?,solicitar_rota
Elogio para a linha 909,feedback
Sugestão: mais horários no pico,feedback
Valeu,conversacao_geral
Como posso começar a usar?,conversacao_geral
nao to entendendo nd,desconhecido
Demora para atualizar horários,feedback
Quero comprar um carro,desconhecido
Rota mudou sem aviso,feedback
sudo apt-get install algo,desconhecido
Quero assistir um filme agora,desconhecido
nao to entendendo nd,desconhecido
Quero assistir um filme agora,desconhecido
Quero assistir um filme agora,desconhecido
Me leva para Praça Matriz,solicitar_rota
sudo apt-get install algo,desconhecido
Quero sair de Parque das Flores e chegar em Terminal B,solicitar_rota
Tô precisando de ajuda aqui.,conversacao_geral
Como posso começar a usar?,conversacao_geral
Tem ônibus Paulínia -> Shopping Central?,solicitar_rota
Como vou de Paulínia até Shopping Central?,solicitar_rota
Demora para atualizar horários,feedback
Instale esse programa,desconhecido
Ar-condicionado não estava funcionando,feedback
Como aprender violão rápido?,desconhecido
Quero sair de Paulínia e chegar em Universidade,solicitar_rota
Me mostra a rota até Shopping Central,solicitar_rota
Estou testando,conversacao_geral
Oi,conversacao_geral
Tarifa muito alta,feedback
Aplicativo travando com frequência,feedback
app travando,feedback
Traçar rota para Shopping Central,solicitar_rota
Qual itinerário da linha 808?,solicitar_rota
Banco quebrado no fundo,feedback
Me leva para Rodoviária,solicitar_rota
Demora para atualizar horários,feedback
Som muito alto dentro do ônibus,feedback
gostei do servico,feedback
Qual ônibus para Terminal B?,solicitar_rota
É nós!,conversacao_geral
Quero comprar um carro,desconhecido
Obrigado!,conversacao_geral
Tá me ouvindo?,conversacao_geral
Tem ônibus Campinas -> Shopping Central?,solicitar_rota
Elogio para a linha 701,feedback
Não gostei do motorista,feedback
q q é isso,desconhecido
Como fazer bolo de cenoura?,desconhecido
Me mostra a previsão do tempo de Paris,desconhecido
Ar-condicionado gelando demais,feedback
ir de Campinas pra Centro,solicitar_rota
ir de Parque das Flores pra Shopping Central,solicitar_rota
ir de Estação Norte pra Aeroporto,solicitar_rota
Tá me ouvindo?,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
sudo apt-get install algo,desconhecido
Pode falar comigo?,conversacao_geral
Como consertar meu computador?,desconhecido
Rota mudou sem aviso,feedback
Pode falar comigo?,conversacao_geral
Motorista não parou no ponto,feedback
Qual itinerário da linha 609?,solicitar_rota
Quero comprar um carro,desconhecido
Qual o melhor trajeto para Centro?,solicitar_rota
Traduza isto para francês,desconhecido
Preciso do caminho até Praça Matriz,solicitar_rota
Quem é você?,conversacao_geral
Preciso ir até Centro saindo de Campinas,solicitar_rota
Banco quebrado no fundo,feedback
Banco quebrado no fundo,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Estou testando,conversacao_geral
rota Sumaré p Aeroporto,solicitar_rota
Elogio para a linha 701,feedback
Como posso começar a usar?,conversacao_geral
reclamacao: muito cheio,feedback
Me mostra a rota até Aeroporto,solicitar_rota
Preciso do caminho até Terminal B,solicitar_rota
Qual o preço do dólar hoje?,desconhecido
O ônibus atrasou 23 minutos,feedback
app travando,feedback
app travando,feedback
Quantos planetas existem?,desconhecido
Me mostra a rota até Hospital Municipal,solicitar_rota
Motorista foi educado,feedback
Quero assistir um filme agora,desconhecido
vc joga?,desconhecido
Como consertar meu computador?,desconhecido
Como posso começar a usar?,conversacao_geral
Qual a senha do Wi-Fi?,desconhecido
Motorista não parou no ponto,feedback
Você pode me ajudar?,conversacao_geral
Qual ônibus para Jardim São Paulo?,solicitar_rota
sudo apt-get install algo,desconhecido
Oi,conversacao_geral
O que você faz?,conversacao_geral
Quem ganhou o Oscar?,desconhecido
Ônibus muito lotado,feedback
Abre o navegador,desconhecido
Demora para atualizar horários,feedback
Como aprender violão rápido?,desconhecido
Quantos planetas existem?,desconhecido
Me mostra a rota até Estação Sul,solicitar_rota
asdfghjk,desconhecido
Como investir em ações?,desconhecido
Tem suporte humano?,conversacao_geral
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Linha 101 demorou demais,feedback
Como fazer bolo de cenoura?,desconhecido
Qual a capital da Noruega?,desconhecido
Motorista não parou no ponto,feedback
E aí?,conversacao_geral
O ônibus atrasou 28 minutos,feedback
ir de Hortolândia pra Jardim São Paulo,solicitar_rota
Pode explicar como usar?,conversacao_geral
pode tocar musica,desconhecido
E aí?,conversacao_geral
Quebra um galho pra mim?,conversacao_geral
Estou testando,conversacao_geral
Rota mudou sem aviso,feedback
q q é isso,desconhecido
onibus atrasou,feedback
Como funciona você?,conversacao_geral
nao to entendendo nd,desconhecido
Me mostra a rota até Centro,solicitar_rota
Pode explicar como usar?,conversacao_geral
Perdi o ônibus por atraso,feedback
"Tenho que ir para Centro, ajuda",solicitar_rota
Gostei do atendimento,feedback
Boa tarde,conversacao_geral
Ar-condicionado gelando demais,feedback
Que horas passa a linha 522?,solicitar_rota
Como vou de Estação Norte até Praça Matriz?,solicitar_rota
nao to entendendo nd,desconhecido
Qual o resultado do jogo do Brasil?,desconhecido
como chego em Aeroporto,solicitar_rota
Como funciona você?,conversacao_geral
Qual o ponto mais perto de Estação Sul?,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Você é um assistente?,conversacao_geral
E aí?,conversacao_geral
Rota do ponto Vila Nova ao Jardim São Paulo,solicitar_rota
pode tocar musica,desconhecido
Rota do ponto Vila Nova ao Hospital Municipal,solicitar_rota
Como vou de Centro até Jardim São Paulo?,solicitar_rota
Não entendi,conversacao_geral
sudo apt-get install algo,desconhecido
Não entendi,conversacao_geral
pode tocar musica,desconhecido
Qual a boa?,conversacao_geral
Como consertar meu computador?,desconhecido
Qual seu nome?,conversacao_geral
Me salva aqui!,conversacao_geral
"Tenho que ir para Rodoviária, ajuda",solicitar_rota
E aí?,conversacao_geral
Ar-condicionado gelando demais,feedback
app travando,feedback
Tarifa muito alta,feedback
Oi,conversacao_geral
Sou de Terminal A quero ir para Terminal B,solicitar_rota
Ar-condicionado não estava funcionando,feedback
